Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
INOXINDIA,INOX INDIA LIMITED,Regulation 7 (2),Original,17-Jun-2026 11:09:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22456_20260617_110926942_WEB.html,544046,INOXINDIA,NOTLISTED,Jaymeen Patel,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Manju Jain,,645840,0.71%,2840,"5,390,235.00",Sell,643000,0.70%,12-06-2026,12-06-2026,Market Sale,16-06-2026,,
MBEL,M & B Engineering Limited,Regulation 7 (2),Revision,17-Jun-2026 09:01:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24557_20260617_090124455_WEB.html,544470,MBEL,NOTLISTED,Palak D. Parekh,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Birva Chirag Patel,07203299,4007500,7.01%,10000,"3,065,597.00",Buy,4017500,7.03%,16-06-2026,16-06-2026,Market Purchase,17-06-2026,,
MBEL,M & B Engineering Limited,Regulation 7 (2),Revision,17-Jun-2026 09:01:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24557_20260617_090124455_WEB.html,544470,MBEL,NOTLISTED,Palak D. Parekh,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Umaben Girishbhai Patel,07104074,1610000,2.82%,10000,"3,095,979.00",Buy,1620000,2.83%,16-06-2026,16-06-2026,Market Purchase,17-06-2026,,
ALKYLAMINE,ALKYL AMINES CHEMICALS LIMITED,Regulation 7 (2),Original,16-Jun-2026 19:41:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1527_20260616_194120622_WEB.html,506767,ALKYLAMINE,NOTLISTED,CHINTAMANI D. THATTE,Company Secretary and Compliance Officer,1,Equity,Designated Person,UDAY VISHNU GHAG,,114,0.00%,1825,"1,138,000.00",Buy,1939,0.00%,16-06-2026,16-06-2026,ESOP,16-06-2026,,
ALKYLAMINE,ALKYL AMINES CHEMICALS LIMITED,Regulation 7 (2),Original,16-Jun-2026 19:41:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1527_20260616_194120622_WEB.html,506767,ALKYLAMINE,NOTLISTED,CHINTAMANI D. THATTE,Company Secretary and Compliance Officer,2,Equity,Designated Person,GIRISH SADASHIV NAIK,,705,0.00%,300,"312,000.00",Buy,1005,0.00%,16-06-2026,16-06-2026,ESOP,16-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,1,Equity,Designated Person,RITA N JADAV,,250,0.00%,100,"24,507.00",Buy,350,0.00%,20-10-2020,20-10-2020,Market Purchase,15-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,2,Equity,Designated Person,RITA N JADAV,,350,0.00%,100,"26,366.00",Sell,250,0.00%,01-02-2024,01-02-2024,Market Sale,15-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,3,Derivative,Designated Person,RITA N JADAV,,,,,,,,,01-02-2024,29-02-2024,,15-06-2026,Options,OPTSTK PETRONET Feb 29 2024 250.00 PE (BT)
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,4,Derivative,Designated Person,RITA N JADAV,,,,,,,,,01-02-2024,29-02-2024,,15-06-2026,Options,OPTSTK PETRONET Feb 29 2024 280.00 CE (BT)
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,5,Derivative,Designated Person,RITA N JADAV,,,,,,,,,01-02-2024,29-02-2024,,15-06-2026,Options,OPTSTK PETRONET Feb 29 2024 280.00 CE (BT)
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,6,Derivative,Designated Person,RITA N JADAV,,,,,,,,,01-02-2024,29-02-2024,,15-06-2026,Options,OPTSTK PETRONET Feb 29 2024 290.00 CE (BT)
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,7,Equity,Designated Person,SUBISH P,,15,0.00%,1835,"510,871.00",Buy,1850,0.00%,30-01-2025,04-03-2025,Market Purchase,16-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,8,Equity,Designated Person,SUBISH P,,1850,0.00%,1800,"508,637.00",Sell,50,0.00%,30-01-2025,04-03-2025,Market Sale,16-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,9,Equity,Designated Person,SUBISH P,,50,0.00%,1894,"537,615.00",Buy,1944,0.00%,06-03-2025,13-03-2025,Market Purchase,16-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,10,Equity,Designated Person,SUBISH P,,1944,0.00%,1894,"537,879.00",Sell,50,0.00%,06-03-2025,13-03-2025,Market Sale,16-06-2026,,
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,11,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,13-11-2024,14-11-2024,,16-06-2026,Options,PETRONET OPT 28/11/2024 CE 325
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,12,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,18-11-2024,19-11-2024,,16-06-2026,Options,PETRONET OPT 28/11/2024 CE 323
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,13,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,21-11-2024,28-11-2024,,16-06-2026,Options,PETRONET OPT 28/11/2024 PE 318
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,14,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,19-11-2024,21-11-2024,,16-06-2026,Options,PETRONET OPT 28/11/2024 CE 323
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,15,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,02-12-2024,11-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 338
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,16,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,03-12-2024,11-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 338
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,17,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,29-11-2024,20-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,18,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,29-11-2024,29-11-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 340
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,19,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,29-11-2024,29-11-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 363
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,20,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,04-12-2024,04-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 338
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,21,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,04-12-2024,20-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,22,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,13-12-2024,20-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,23,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,16-12-2024,20-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,24,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,18-12-2024,26-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,25,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,20-12-2024,20-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 PE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,26,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,23-12-2024,26-12-2024,,16-06-2026,Options,PETRONET OPT 26/12/2024 PE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,27,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,01-02-2025,27-02-2025,,16-06-2026,Options,PETRONET OPT 27/02/2025 CE 335
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,28,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,03-02-2025,05-02-2025,,16-06-2026,Options,PETRONET OPT 27/02/2025 CE 320
PETRONET,PETRONET LNG LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:59:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2178_20260616_185920659_WEB.html,532522,PETRONET,NOTLISTED,RAJAN KAPUR,Company Secretary and Compliance Officer,29,Derivative,Designated Person,SACHIN AGGARWAL,,,,,,,,,06-02-2025,27-02-2025,,16-06-2026,Options,PETRONET OPT 27/02/2025 CE 325
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:28:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260616_182816621_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,Company Secretary and Compliance Officer,1,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22750600,22.98%,1444,"59,356.00",Buy,22752044,22.98%,15-06-2026,15-06-2026,Market Purchase,16-06-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,16-Jun-2026 18:28:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260616_182816621_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,Company Secretary and Compliance Officer,2,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22752044,22.98%,6456,"265,349.00",Buy,22758500,22.99%,15-06-2026,15-06-2026,Market Purchase,16-06-2026,,
QUESS,Quess Corp Limited,Regulation 7 (2),Original,16-Jun-2026 18:03:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14019_20260616_180347384_WEB.html,539978,QUESS,NOTLISTED,Kundan K Lal,Company Secretary and Compliance Officer,1,Equity,Designated Person,Quess Corp Limited Employees Welfare Trust,,840870,0.56%,179,"43,855.00",Buy,841049,0.56%,15-06-2026,15-06-2026,Market Purchase,16-06-2026,,
QUESS,Quess Corp Limited,Regulation 7 (2),Original,16-Jun-2026 18:03:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14019_20260616_180347384_WEB.html,539978,QUESS,NOTLISTED,Kundan K Lal,Company Secretary and Compliance Officer,2,Equity,Designated Person,Quess Corp Limited Employees Welfare Trust,,841049,0.56%,12619,"3,084,024.00",Buy,853668,0.57%,15-06-2026,15-06-2026,Market Purchase,16-06-2026,,
QUESS,Quess Corp Limited,Regulation 7 (2),Original,16-Jun-2026 18:03:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14019_20260616_180347384_WEB.html,539978,QUESS,NOTLISTED,Kundan K Lal,Company Secretary and Compliance Officer,3,Equity,Designated Person,Quess Corp Limited Employees Welfare Trust,,853668,0.57%,1659,"406,455.00",Buy,855327,0.57%,16-06-2026,16-06-2026,Market Purchase,16-06-2026,,
QUESS,Quess Corp Limited,Regulation 7 (2),Original,16-Jun-2026 18:03:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14019_20260616_180347384_WEB.html,539978,QUESS,NOTLISTED,Kundan K Lal,Company Secretary and Compliance Officer,4,Equity,Designated Person,Quess Corp Limited Employees Welfare Trust,,855327,0.57%,4864,"1,191,680.00",Buy,860191,0.58%,16-06-2026,16-06-2026,Market Purchase,16-06-2026,,
WIPRO,WIPRO LIMITED,Regulation 7 (2),Original,16-Jun-2026 17:04:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_624_20260616_170440922_WEB.html,507685,WIPRO,NOTLISTED,M SANAULLA KHAN,Company Secretary and Compliance Officer,1,Any other instrument,Designated Person,Anjan Mukherjee,,63789,0.00%,15000,"3,152,550.00",Sell,48789,0.00%,15-06-2026,15-06-2026,Market Sale,16-06-2026,,
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,Regulation 7 (2),Original,16-Jun-2026 16:53:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_279_20260616_165300075_WEB.html,501343,MOTOGENFIN,NOTLISTED,M.K. MADAN,Company Secretary and Compliance Officer,1,Equity,Promoter Group,RAM PRAKASH & CO.(P) LTD,,2892055,7.47%,22826,"659,216.00",Buy,2914881,7.53%,16-06-2026,16-06-2026,Market Purchase,16-06-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,16-Jun-2026 15:31:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260616_153140119_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,Company Secretary and Compliance Officer,1,Equity,Designated Person,Rohit Katariya,,1672,0.00%,1672,"1,621,020.00",Sell,0,0.00%,12-06-2026,12-06-2026,Market Sale,12-06-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,16-Jun-2026 15:31:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260616_153140119_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,Company Secretary and Compliance Officer,2,Equity,Designated Person,Atul Kumar,,9687,0.00%,1500,"1,473,000.00",Sell,8187,0.00%,15-06-2026,15-06-2026,Market Sale,15-06-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,16-Jun-2026 15:31:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260616_153140119_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,Company Secretary and Compliance Officer,3,Equity,Designated Person,Rishi Gupta,,19250,0.00%,500,"490,000.00",Sell,18750,0.00%,12-06-2026,12-06-2026,Market Sale,15-06-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,16-Jun-2026 15:31:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260616_153140119_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,Company Secretary and Compliance Officer,4,Equity,Designated Person,Rishi Gupta,,18750,0.00%,750,"750,000.00",Sell,18000,0.00%,15-06-2026,15-06-2026,Market Sale,15-06-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,16-Jun-2026 15:31:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260616_153140119_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,Company Secretary and Compliance Officer,5,Equity,Designated Person,Sumit Kumar Jaiswal,,2100,0.00%,500,"492,000.00",Sell,1600,0.00%,15-06-2026,15-06-2026,Market Sale,15-06-2026,,
PARSVNATH,PARSVNATH DEVELOPERS LIMITED,Regulation 7 (2),Original,16-Jun-2026 14:44:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2467_20260616_144441674_WEB.html,532780,PARSVNATH,NOTLISTED,Atul Kumar Gupta,Company Secretary and Compliance Officer,1,Equity,Promoter,PRADEEP  KUMAR JAIN,,32941137,7.57%,669388,"2,308,191.00",Pledge Invoke,32271749,7.42%,09-06-2026,10-06-2026,Invocation of pledge,12-06-2026,,
PARSVNATH,PARSVNATH DEVELOPERS LIMITED,Regulation 7 (2),Original,16-Jun-2026 14:44:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2467_20260616_144441674_WEB.html,532780,PARSVNATH,NOTLISTED,Atul Kumar Gupta,Company Secretary and Compliance Officer,2,Equity,Promoter,PRADEEP  KUMAR JAIN,,32271749,7.42%,242874,"810,510.00",Pledge Invoke,32028875,7.36%,11-06-2026,12-06-2026,Invocation of pledge,15-06-2026,,
PANACEABIO,Panaea Biotec Limited,Regulation 7 (2),Original,16-Jun-2026 11:35:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1350_20260616_113524489_WEB.html,531349,PANACEABIO,NOTLISTED,Ankit Jain,Company Secretary and Compliance Officer,1,Equity,Promoter,Dr. Rajesh Jain,00013053,30217312,49.33%,200000,0.00,Sell,30017312,49.00%,12-06-2026,12-06-2026,Gift,15-06-2026,,
PANACEABIO,Panaea Biotec Limited,Regulation 7 (2),Original,16-Jun-2026 11:35:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1350_20260616_113524489_WEB.html,531349,PANACEABIO,NOTLISTED,Ankit Jain,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Rajesh Jain (HUF),,0,0.00%,200000,0.00,Buy,200000,0.33%,12-06-2026,12-06-2026,Gift,15-06-2026,,
AURUM,Aurum PropTech Limited,Regulation 7 (2),Original,16-Jun-2026 10:44:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_12987_20260616_104415700_WEB.html,539289,AURUM,NOTLISTED,Pranali Desale,Company Secretary and Compliance Officer,1,Equity,Promoter,Aurum RealEstate Developers Limited,U45400MH2007FLC174767,36628355,47.78%,25000,"4,813,908.00",Buy,36653355,47.81%,15-06-2026,15-06-2026,Market Purchase,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,1,Equity,Other,ARVIND UPPAL,,42500,0.00%,6304,"1,552,774.00",Sell,36196,0.00%,09-06-2026,09-06-2026,Market Sale,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,2,Equity,Other,ARVIND UPPAL,,36196,0.00%,27960,"6,886,985.00",Sell,8236,0.00%,09-06-2026,09-06-2026,Market Sale,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,3,Equity,Other,ARVIND UPPAL,,8236,0.00%,287,"70,504.00",Sell,7949,0.00%,10-06-2026,10-06-2026,Market Sale,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,4,Equity,Other,ARVIND UPPAL,,7949,0.00%,1233,"302,899.00",Sell,6716,0.00%,10-06-2026,10-06-2026,Market Sale,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,5,Equity,Other,ARVIND UPPAL,,6716,0.00%,276,"66,226.00",Sell,6440,0.00%,12-06-2026,12-06-2026,Market Sale,15-06-2026,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,Regulation 7 (2),Original,15-Jun-2026 19:59:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16166_20260615_195944869_WEB.html,541336,INDOSTAR,NOTLISTED,SHIKHA JAIN,Company Secretary and Compliance Officer,6,Equity,Other,ARVIND UPPAL,,6440,0.00%,6440,"1,545,275.00",Sell,0,0.00%,12-06-2026,12-06-2026,Market Sale,15-06-2026,,
GRMOVER,GRM OVERSEAS LIMITED,Regulation 7 (2),Original,15-Jun-2026 18:34:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260615_183439947_WEB.html,531449,GRMOVER,NOTLISTED,SACHIN NARANG,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Atul Garg,02380612,42880348,20.69%,450000,"42,332,394.00",Buy,43330348,20.91%,12-06-2026,12-06-2026,Market Purchase,13-06-2026,,
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Regulation 7 (2),Original,15-Jun-2026 16:58:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1976_20260615_165847461_WEB.html,531439,GOLDTECH,NOTLISTED,Srikant Adalat,Company Secretary and Compliance Officer,1,Equity,Promoter,Trinity Infraventures Limited,U00063DL1992PLC140198,18745812,35.86%,200000,"8,492,000.00",Buy,18945812,36.25%,12-06-2026,12-06-2026,Market Purchase,15-06-2026,,
PATINTLOG,Patel Integrated Logistics Limited,Regulation 7 (2),Original,15-Jun-2026 15:39:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2705_20260615_153924670_WEB.html,526381,PATINTLOG,NOTLISTED,Avinash Paul Raj,Company Secretary and Compliance Officer,1,Equity,Promoter,Asgar Shakoor Patel,,5836806,8.39%,14771,"188,626.00",Buy,5851577,8.41%,11-06-2026,11-06-2026,Market Purchase,11-06-2026,,
