Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,17516080.0,50238.0,3,25-06-2026,45238.0,2,17516080.0,387.2,5000.0,1,1.75,17516080.0,0.0,17516080.0,0.0,False,False,False,546.55,63.09,482.0,,47.9,41.2,41.2,18-06-2026,25-06-2026,387.21,0.0,387.1983730492064,7,82,75,0,0,0,0,3,0.0,0.0,0.0,0.0,17516080.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,387.1983730492064,41.2,Late — Poor Entry,1729.0,20.5,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.101,12,24,20,0,56,Buy on Breakout
NURECA,NURECA LIMITED,17377888.0,55287.0,11,28-08-2026,55287.0,11,17377888.0,314.32,0.0,0,1.74,17377888.0,0.0,17377888.0,0.0,False,False,False,318.1,63.24,302.66,278.4,15.4,1.2,1.2,24-07-2026,28-08-2026,301.14995815899584,335.9716666666667,316.1468258224667,35,46,11,0,8,8,15,15,0.0,6508340.0,6508340.0,20632058.0,20632058.0,0.0,6508340.0,2,0,0.0,Active,Confirmed Accumulation,316.1468258224667,0.6,Confirmed Accumulation,300.0,138.0,22.0,2.45,264.0,2.55,2.07,0.01,False,6.06,0.58,20,15,25,-3,57,Buy on Breakout
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,16937742.0,1353222.0,17,07-09-2026,1353222.0,17,16937742.0,12.52,0.0,0,1.69,16937742.0,0.0,16937742.0,0.0,False,False,False,14.06,69.12,11.46,13.41,-5.0,12.3,12.3,10-08-2026,07-09-2026,11.28707,13.955261820030504,12.477061363063008,28,29,1,3,9,18,18,18,2172554.0,5396634.0,17508087.0,17508087.0,17508087.0,2172554.0,17508087.0,1,0,0.1241,Fresh,Confirmed Accumulation,12.477061363063008,12.7,Mature — Wait for Pullback,398.0,1283.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.425,25,9,20,-3,51,Buy on Breakout
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,16566269.0,390107.0,26,02-09-2026,390107.0,26,16566269.0,42.47,0.0,0,1.66,16566269.0,0.0,16566269.0,0.0,False,False,False,42.54,71.79,40.74,39.72,6.6,0.2,0.2,09-06-2026,02-09-2026,40.9733893557423,41.23762857142857,42.05159572755449,85,91,6,10,14,20,20,30,10310840.0,14759827.0,22247438.0,22247438.0,24491220.0,10310840.0,22247438.0,1,0,0.4635,Fresh,Confirmed Accumulation,42.05159572755449,1.2,Confirmed Accumulation,421.0,104.0,246.0,0.91,10.0,0.14,2.16,0.0,False,4.21,0.394,25,8,25,-5,53,Buy on Breakout
DBOL,Dhampur Bio Organics Limited,15157366.0,137268.0,6,06-08-2026,137268.0,6,15157366.0,110.42,0.0,0,1.52,15157366.0,0.0,15157366.0,0.0,False,False,False,126.12,50.45,115.48,102.82,24.3,14.2,14.2,25-06-2026,06-08-2026,111.72,110.98966666666666,110.42170061485561,42,75,33,0,0,0,4,6,0.0,0.0,0.0,5425406.0,15157366.0,0.0,0.0,2,0,0.0,Aging,Mature Accumulation,110.42170061485561,14.2,Mature — Wait for Pullback,838.0,34.4,2.0,11.0,618.0,5.78,4.95,1.03,True,2.0,0.181,15,13,30,-2,56,Buy on Breakout
DOLLAR,DOLLAR INDUSTRIES LIMITED,14833500.0,55000.0,1,24-06-2026,55000.0,1,14833500.0,269.7,0.0,0,1.48,14833500.0,0.0,14833500.0,0.0,False,False,False,264.75,73.09,267.83,291.35,-2.5,-1.8,1.8,24-06-2026,24-06-2026,269.7,269.7,269.7,0,76,76,0,0,0,0,1,0.0,0.0,0.0,0.0,14833500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,269.7,-1.8,Late — Poor Entry,1500.0,13.6,6.0,46.0,18.0,4.31,13.6,0.28,True,12.0,0.099,17,21,0,0,38,Fundamental Watch
STANLEY,STANLEY LIFESTYLES LIMITED,14688935.0,101000.0,1,03-06-2026,101000.0,1,14688935.0,145.44,0.0,0,1.47,14688935.0,0.0,14688935.0,0.0,False,False,False,138.59,56.81,147.84,165.88,-10.5,-4.7,4.7,03-06-2026,03-06-2026,145.435,145.435,145.435,0,97,97,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,145.435,-4.7,Late — Poor Entry,794.0,83.2,-7.0,5.15,-56.0,0.67,4.4,0.2,True,9.33,0.185,12,9,0,-3,18,Avoid
EIEL,ENVIRO INFRA ENGINEERS LIMITED,13430794.0,70000.0,3,02-09-2026,70000.0,3,13430794.0,191.87,0.0,0,1.34,13430794.0,0.0,13430794.0,0.0,False,False,False,196.2,70.02,213.48,194.49,35.9,2.3,2.3,31-08-2026,02-09-2026,196.0,189.75001109680855,191.86848571428573,2,8,6,1,3,3,3,3,4274878.0,13430794.0,13430794.0,13430794.0,13430794.0,4274878.0,13430794.0,2,0,0.3183,Fresh,Early Accumulation,191.86848571428573,2.3,Early Accumulation,3449.0,20.4,-4.0,51.0,-9.0,2.04,20.8,0.15,False,21.0,0.039,20,12,20,0,52,Buy on Breakout
SIGIND,Signet Industries Limited,13199494.0,187260.0,11,07-09-2026,187260.0,11,13199494.0,70.49,0.0,0,1.32,13199494.0,0.0,13199494.0,0.0,False,False,False,69.88,72.57,58.56,51.79,55.6,-0.9,0.9,17-08-2026,07-09-2026,68.80343785960875,71.08530041036792,70.48752536580156,21,22,1,2,6,11,11,11,2797000.0,6175057.0,13199494.0,13199494.0,13199494.0,2797000.0,13199494.0,1,0,0.2119,Fresh,Confirmed Accumulation,70.48752536580156,-0.9,Confirmed Accumulation,204.0,8.66,17.0,27.97,17.0,2.73,13.7,1.86,True,9.14,0.647,25,23,20,0,68,Strong Buy Setup
MBEL,M & B Engineering Limited,12860369.0,44000.0,4,16-06-2026,44000.0,4,12860369.0,292.28,0.0,0,1.29,12860369.0,0.0,12860369.0,0.0,False,False,False,267.7,70.45,293.28,318.51,-8.0,-8.4,8.4,11-06-2026,16-06-2026,283.0559166666667,309.5979,297.217890625,5,89,84,0,0,0,0,6,0.0,0.0,0.0,0.0,19021945.0,0.0,0.0,4,0,0.0,Stale,Stale Accumulation,297.217890625,-9.9,Late — Poor Entry,1533.0,19.4,13.0,21.0,-4.0,2.56,19.9,0.13,False,8.0,0.084,20,12,0,0,32,Fundamental Watch
VIVIANA,VIVIANA POWER TECH LIMITED,12408320.0,15222.0,3,29-06-2026,15222.0,3,12408320.0,815.16,0.0,0,1.24,12408320.0,0.0,12408320.0,0.0,False,False,False,740.85,73.2,738.95,,-18.5,-9.1,9.1,19-06-2026,29-06-2026,792.1204188481676,827.541219456497,815.1570095913809,10,81,71,0,0,0,0,3,0.0,0.0,0.0,0.0,12408320.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,815.1570095913809,-9.1,Late — Poor Entry,750.0,13.6,185.0,11.55,204.0,6.84,50.7,0.81,True,16.07,0.165,20,22,5,0,47,Watchlist
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,11994750.0,697858.0,6,04-09-2026,697858.0,6,11994750.0,17.19,0.0,0,1.2,11994750.0,0.0,11994750.0,0.0,False,False,False,19.61,58.19,14.46,15.07,36.2,14.1,14.1,27-08-2026,04-09-2026,16.274902564102565,17.962781818181817,17.187952276824223,8,12,4,2,6,6,6,6,3712118.0,11994750.0,11994750.0,11994750.0,11994750.0,3712118.0,11994750.0,1,0,0.3095,Fresh,Early Accumulation,17.187952276824223,14.1,Mature — Wait for Pullback,344.0,78.4,111.0,5.69,70.0,0.28,2.19,0.17,False,40.01,0.349,20,15,25,-3,57,Buy on Breakout
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,11150682.0,22507.0,9,08-09-2026,22507.0,9,11150682.0,495.43,0.0,0,1.12,11150682.0,0.0,11150682.0,0.0,False,False,False,527.9,62.09,492.32,488.24,18.5,6.6,6.6,26-08-2026,08-09-2026,473.208,530.8608888888889,495.4317323499356,13,13,0,4,9,9,9,9,4502708.0,11150682.0,11150682.0,11150682.0,11150682.0,4502708.0,11150682.0,2,0,0.4038,Fresh,Early Accumulation,495.4317323499356,6.6,Early Accumulation,906.0,8.91,7.0,30.0,0.0,14.66,14.4,0.01,True,14.0,0.124,15,14,30,0,59,Buy on Breakout
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,11080000.0,45500.0,3,25-08-2026,45500.0,3,11080000.0,243.52,0.0,0,1.11,11080000.0,0.0,11080000.0,0.0,False,False,False,259.95,67.65,251.59,181.9,76.5,6.7,6.7,06-08-2026,25-08-2026,230.0,271.0,238.0921052631579,19,33,14,0,1,1,5,5,0.0,4065000.0,4065000.0,18095000.0,18095000.0,0.0,4065000.0,2,0,0.0,Active,Confirmed Accumulation,238.0921052631579,9.2,Confirmed Accumulation,676.0,56.5,3.0,2.99,97.0,1.0,11.6,-0.0,True,16.21,0.164,20,16,30,0,66,Strong Buy Setup
ARSSBL,Anand Rathi Share and Stock Brokers Limited,10900691.0,20000.0,1,16-06-2026,20000.0,1,10900691.0,545.03,0.0,0,1.09,10900691.0,0.0,10900691.0,0.0,False,False,False,513.65,69.9,525.46,557.84,4.2,-5.8,5.8,16-06-2026,16-06-2026,545.03455,545.03455,545.03455,0,84,84,0,0,0,0,2,0.0,0.0,0.0,0.0,21801382.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,545.03455,-5.8,Late — Poor Entry,3239.0,21.9,17.0,97.0,53.0,3.73,19.8,0.62,True,40.0,0.034,17,27,5,0,49,Watchlist
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,10836064.0,63000.0,3,03-09-2026,63000.0,3,10836064.0,172.0,0.0,0,1.08,10836064.0,0.0,10836064.0,0.0,False,False,False,161.1,74.59,189.77,534.45,-88.0,-6.3,6.3,25-08-2026,03-09-2026,180.9767857142857,169.00597142857143,170.93135714285714,9,14,5,4,8,8,8,8,23660836.0,33502546.0,33502546.0,33502546.0,33502546.0,23660836.0,33502546.0,1,0,0.7062,Fresh,Early Accumulation,170.93135714285714,-5.8,Early Accumulation,2045.0,46.9,20.0,17.0,83.0,0.8,30.3,0.2,True,23.0,0.053,20,30,0,0,50,Buy on Breakout
VISAKAIND,Visaka Industries Limited,9980229.0,135049.0,8,18-06-2026,135049.0,8,9980229.0,73.9,0.0,0,1.0,9980229.0,0.0,9980229.0,0.0,False,False,False,93.12,48.42,87.42,72.07,57.0,26.0,26.0,04-06-2026,18-06-2026,71.67635807192043,77.27906976744185,73.90079896926301,14,96,82,0,0,0,0,3,0.0,0.0,0.0,0.0,2982877.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,73.90079896926301,26.0,Late — Poor Entry,805.0,11.9,11.0,88.0,439.0,5.79,7.03,0.36,True,15.0,0.124,15,21,30,0,66,Strong Buy Setup
GREENPANEL,Greenpanel Industries Limited,9904150.0,61500.0,1,28-08-2026,61500.0,1,9904150.0,161.04,0.0,0,0.99,9904150.0,0.0,9904150.0,0.0,False,False,False,161.69,53.12,181.34,205.26,-20.1,0.4,0.4,28-08-2026,28-08-2026,161.0430894308943,161.0430894308943,161.0430894308943,0,11,11,0,2,2,2,2,0.0,19808300.0,19808300.0,19808300.0,19808300.0,0.0,19808300.0,1,0,0.0,Active,Confirmed Accumulation,161.0430894308943,0.4,Confirmed Accumulation,1984.0,295.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.05,12,14,5,-3,28,Avoid
TTL,T T LIMITED,9096162.0,1377248.0,14,08-09-2026,1377248.0,14,9096162.0,6.6,0.0,0,0.91,9096162.0,0.0,9096162.0,0.0,False,False,False,6.83,58.66,6.45,7.88,-25.7,3.5,3.5,18-06-2026,08-09-2026,6.936243093922652,6.783027686175892,6.604592636910709,82,82,0,3,7,12,12,14,3094235.0,6133331.0,8482850.0,8482850.0,9096162.0,3094235.0,8482850.0,2,0,0.3648,Fresh,Confirmed Accumulation,6.604592636910709,3.4,Confirmed Accumulation,178.0,336.0,-14.0,2.64,124.0,0.03,5.82,0.64,False,5.69,0.511,20,7,10,-3,34,Fundamental Watch
BMWVENTLTD,BMW VENTURES LIMITED,9023141.0,150000.0,2,06-08-2026,150000.0,2,9023141.0,60.15,0.0,0,0.9,9023141.0,0.0,9023141.0,0.0,False,False,False,54.8,73.01,57.5,58.88,-4.5,-8.9,8.9,05-08-2026,06-08-2026,60.09327058823529,60.23404615384615,60.1322085106383,1,34,33,0,0,0,3,3,0.0,0.0,0.0,14131069.0,14131069.0,0.0,0.0,1,0,0.0,Aging,Mature Accumulation,60.1322085106383,-8.9,Mature — Wait for Pullback,474.0,11.8,19.0,21.0,20.0,1.22,12.0,0.58,True,3.4,0.19,17,23,0,-2,38,Fundamental Watch
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,8952807.0,300659.0,12,25-06-2026,300659.0,12,8952807.0,29.78,0.0,0,0.9,8952807.0,0.0,8952807.0,0.0,False,False,False,27.45,69.03,27.25,24.69,28.9,-7.8,7.8,08-06-2026,25-06-2026,29.0198125,30.0,29.739218400291158,17,92,75,0,0,0,0,12,0.0,0.0,0.0,0.0,6132317.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,29.739218400291158,-7.7,Late — Poor Entry,106.0,76.6,-1.0,0.4,26.0,0.59,-0.18,0.0,False,21.51,0.849,25,10,20,-3,52,Buy on Breakout
BHAGERIA,Bhageria Industries Limited,8227124.0,37774.0,5,26-08-2026,37774.0,5,8227124.0,217.8,0.0,0,0.82,8227124.0,0.0,8227124.0,0.0,False,False,False,335.8,71.75,223.5,183.95,121.7,54.2,54.2,20-08-2026,26-08-2026,204.64325383861484,222.87,215.9638691452524,6,19,13,0,2,6,6,6,0.0,4830698.0,9479950.0,9479950.0,9479950.0,0.0,9479950.0,1,0,0.0,Active,Confirmed Accumulation,215.9638691452524,55.5,Late — Poor Entry,1473.0,19.8,55.0,40.0,54.0,8.23,11.0,0.01,True,14.0,0.056,20,26,30,0,76,Strong Buy Setup
TIGERLOGS,Tiger Logistics (India) Limited,8106650.0,234000.0,11,24-08-2026,234000.0,11,8106650.0,34.64,0.0,0,0.81,8106650.0,0.0,8106650.0,0.0,False,False,False,27.82,61.81,29.99,32.87,-5.5,-19.7,19.7,05-06-2026,24-08-2026,34.8071,29.75,34.64380341880342,80,95,15,0,0,3,3,9,0.0,0.0,2202750.0,2202750.0,7036048.0,0.0,2202750.0,1,0,0.0,Active,Confirmed Accumulation,34.64380341880342,-19.7,Confirmed Accumulation,293.0,15.5,16.0,2.79,-30.0,0.21,17.6,0.31,False,1.83,0.276,20,12,0,-2,30,Fundamental Watch
LAOPALA,LA OPALA RG LIMITED,7874393.0,45000.0,1,08-06-2026,45000.0,1,7874393.0,174.99,0.0,0,0.79,7874393.0,0.0,7874393.0,0.0,False,False,False,169.92,65.64,182.7,189.04,-12.3,-2.9,2.9,08-06-2026,08-06-2026,174.9865111111111,174.9865111111111,174.9865111111111,0,92,92,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,174.9865111111111,-2.9,Late — Poor Entry,1892.0,20.0,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.042,17,14,0,0,31,Fundamental Watch
OMPOWER,Om Power Transmission Limited,7447179.0,40763.0,3,24-06-2026,40763.0,3,7447179.0,182.69,0.0,0,0.74,7447179.0,0.0,7447179.0,0.0,False,False,False,170.0,69.05,170.4,,-12.1,-6.9,6.9,24-06-2026,24-06-2026,182.8989522537093,181.8687130477039,182.6945759634963,0,76,76,0,0,0,0,3,0.0,0.0,0.0,0.0,7447179.0,0.0,0.0,3,0,0.0,Stale,Stale Accumulation,182.6945759634963,-6.9,Late — Poor Entry,580.0,13.8,61.0,15.0,82.0,3.07,42.7,0.35,False,12.0,0.128,20,19,0,0,39,Fundamental Watch
VSTL,VIBHOR STEEL TUBES LIMITED,7207168.0,63496.0,13,03-09-2026,63496.0,13,7207168.0,113.51,0.0,0,0.72,7207168.0,0.0,7207168.0,0.0,False,False,False,124.44,73.48,111.55,119.39,9.4,9.6,9.6,08-06-2026,03-09-2026,116.12625850340136,115.10722222222222,113.5917789436032,87,92,5,4,6,10,10,12,1077471.0,3314704.0,4899099.0,4899099.0,5646917.0,1077471.0,4899099.0,1,0,0.2199,Fresh,Confirmed Accumulation,113.5917789436032,9.6,Confirmed Accumulation,236.0,28.1,21.0,12.07,-29.0,1.02,7.92,0.98,True,4.11,0.305,25,11,25,-2,59,Buy on Breakout
BLBLIMITED,BLB LIMITED,7106592.0,441935.0,8,07-09-2026,441935.0,8,7106592.0,16.08,0.0,0,0.71,7106592.0,0.0,7106592.0,0.0,False,False,False,16.88,45.35,16.09,15.86,-4.1,5.0,5.0,25-08-2026,07-09-2026,16.01999983630173,16.82996911141441,16.080627241562674,13,14,1,3,8,8,8,8,913705.0,7106592.0,7106592.0,7106592.0,7106592.0,913705.0,7106592.0,1,0,0.1286,Fresh,Early Accumulation,16.080627241562674,5.0,Early Accumulation,,3.24,117.0,9.95,311.0,1.05,40.2,0.0,True,10.67,,15,25,20,0,60,Buy on Breakout
RSL,RAJPUTANA STAINLESS LIMITED,6545735.0,50000.0,1,16-06-2026,50000.0,1,6545735.0,130.91,0.0,0,0.65,6545735.0,0.0,6545735.0,0.0,False,False,False,190.21,57.03,150.52,,68.3,45.3,45.3,16-06-2026,16-06-2026,130.9147,130.9147,130.9147,0,84,84,0,0,0,0,1,0.0,0.0,0.0,0.0,6545735.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,130.9147,45.3,Late — Poor Entry,1588.0,27.0,8.0,29.0,25.0,2.42,25.2,0.19,True,9.0,0.041,12,25,15,0,52,Buy on Breakout
FOCUS,Focus Lighting And Fixtures Limited,5331774.0,80165.0,1,27-08-2026,80165.0,1,5331774.0,66.51,0.0,0,0.53,5331774.0,0.0,5331774.0,0.0,False,False,False,61.59,56.8,71.9,74.48,-5.6,-7.4,7.4,27-08-2026,27-08-2026,66.50999812885922,66.50999812885922,66.50999812885922,0,12,12,0,1,1,1,1,0.0,5331774.0,5331774.0,5331774.0,5331774.0,0.0,5331774.0,1,0,0.0,Active,Mature Accumulation,66.50999812885922,-7.4,Confirmed Accumulation,415.0,67.8,13.0,6.15,-54.0,0.42,6.55,0.16,True,13.36,0.128,12,9,0,-3,18,Avoid
LYKALABS,Lyka Labs Limited,4975280.0,70143.0,6,29-06-2026,70143.0,6,4975280.0,70.93,0.0,0,0.5,4975280.0,0.0,4975280.0,0.0,False,False,False,81.51,54.81,69.77,67.83,33.0,14.9,14.9,24-06-2026,29-06-2026,67.9138,72.91204437400951,70.8138321452411,5,76,71,0,0,0,0,16,0.0,0.0,0.0,0.0,13897427.0,0.0,0.0,5,0,0.0,Stale,Stale Accumulation,70.8138321452411,15.1,Late — Poor Entry,293.0,,0.0,4.59,-215.0,0.58,-4.65,0.56,True,10.85,0.171,15,6,30,0,51,Buy on Breakout
UYFINCORP,U. Y. Fincorp Limited,4960333.0,236123.0,3,19-08-2026,236123.0,3,4960333.0,21.01,0.0,0,0.5,4960333.0,0.0,4960333.0,0.0,False,False,False,19.88,70.87,18.67,15.21,46.2,-5.4,5.4,17-08-2026,19-08-2026,21.272817872269744,21.034486666666666,21.00741139152052,2,22,20,0,0,3,3,3,0.0,0.0,4960333.0,4960333.0,4960333.0,0.0,4960333.0,1,0,0.0,Active,Confirmed Accumulation,21.00741139152052,-5.4,Confirmed Accumulation,374.0,6.04,118.0,,391.0,1.03,18.5,0.01,False,,0.134,20,19,20,0,59,Buy on Breakout
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,4945348.0,9000.0,1,16-06-2026,9000.0,1,4945348.0,549.48,0.0,0,0.49,4945348.0,0.0,4945348.0,0.0,False,False,False,473.0,56.22,523.47,572.06,-3.7,-13.9,13.9,16-06-2026,16-06-2026,549.4831111111112,549.4831111111112,549.4831111111112,0,84,84,0,0,0,0,2,0.0,0.0,0.0,0.0,9890696.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,549.4831111111112,-13.9,Late — Poor Entry,5837.0,30.3,13.0,59.0,-52.0,3.48,24.3,0.26,True,7.0,0.008,12,18,0,0,30,Fundamental Watch
WCIL,WESTERN CARRIERS (INDIA) LIMITED,4706679.0,46106.0,4,30-06-2026,46106.0,4,4706679.0,102.08,0.0,0,0.47,4706679.0,0.0,4706679.0,0.0,False,False,False,82.48,71.89,89.84,102.9,-21.2,-19.2,19.2,16-06-2026,30-06-2026,99.68,100.7,102.08387194725198,14,84,70,0,0,0,0,4,0.0,0.0,0.0,0.0,4706679.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,102.08387194725198,-19.2,Late — Poor Entry,834.0,22.7,9.0,18.68,-36.0,0.85,6.79,0.26,False,4.02,0.056,20,8,0,-2,26,Avoid
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,4251250.0,5000.0,1,29-06-2026,5000.0,1,4251250.0,850.25,0.0,0,0.43,4251250.0,0.0,4251250.0,0.0,False,False,False,955.6,54.23,913.72,913.41,13.3,12.4,12.4,29-06-2026,29-06-2026,850.25,850.25,850.25,0,71,71,0,0,0,0,1,0.0,0.0,0.0,0.0,4251250.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,850.25,12.4,Late — Poor Entry,24330.0,56.2,10.0,317.0,35.0,5.94,11.1,0.52,True,24.0,0.002,12,18,25,0,55,Buy on Breakout
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,4245478.0,758224.0,3,30-06-2026,758224.0,3,4245478.0,5.6,0.0,0,0.42,4245478.0,0.0,4245478.0,0.0,False,False,False,4.94,51.7,5.23,5.38,-1.6,-11.8,11.8,24-06-2026,30-06-2026,5.375772127480555,5.859089648615457,5.599239802485809,6,76,70,0,0,0,0,3,0.0,0.0,0.0,0.0,4245478.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,5.599239802485809,-11.8,Late — Poor Entry,105.0,,-92.0,-2.42,44.0,-0.04,-7.4,0.01,False,-733.33,0.4,20,10,0,-2,28,Avoid
NRL,NUPUR RECYCLERS LIMITED,4186225.0,50400.0,1,24-06-2026,50400.0,1,4186225.0,83.06,0.0,0,0.42,4186225.0,0.0,4186225.0,0.0,False,False,False,130.46,72.53,111.4,71.24,150.9,57.1,57.1,24-06-2026,24-06-2026,83.06001984126983,83.06001984126983,83.06001984126983,0,76,76,0,0,0,0,1,0.0,0.0,0.0,0.0,4186225.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,83.06001984126983,57.1,Late — Poor Entry,901.0,96.3,15.0,1.43,82.0,0.34,9.71,-0.0,True,3.67,0.047,17,16,25,-5,53,Buy on Breakout
SENCO,SENCO GOLD LIMITED,4081958.0,12170.0,2,18-08-2026,12170.0,2,4081958.0,335.41,0.0,0,0.41,4081958.0,0.0,4081958.0,0.0,False,False,False,361.85,68.48,366.02,333.97,20.4,7.9,7.9,30-06-2026,18-08-2026,334.88004484304935,336.87015384615387,335.4115036976171,49,70,21,0,0,1,1,2,0.0,0.0,1094828.0,1094828.0,4081958.0,0.0,1094828.0,1,0,0.0,Active,Confirmed Accumulation,335.4115036976171,7.9,Confirmed Accumulation,5936.0,10.0,43.0,223.0,175.0,6.97,21.4,1.03,False,7.0,0.007,17,21,25,0,63,Buy on Breakout
INDOCO,INDOCO REMEDIES LIMITED,3412460.0,14000.0,4,01-09-2026,14000.0,4,3412460.0,243.75,0.0,0,0.34,3412460.0,0.0,3412460.0,0.0,False,False,False,244.25,58.75,236.88,222.89,23.6,0.2,0.2,31-08-2026,01-09-2026,244.848,241.0,243.74714285714285,1,8,7,0,4,4,4,4,0.0,3412460.0,3412460.0,3412460.0,3412460.0,0.0,3412460.0,2,0,0.0,Fresh,Early Accumulation,243.74714285714285,0.2,Early Accumulation,2250.0,105.0,13.0,42.0,141.0,8.92,4.33,0.69,True,10.0,0.015,15,18,25,-3,55,Buy on Breakout
ASAHISONG,ASAHI SONGWON COLORS LIMITED,3381000.0,10000.0,1,11-08-2026,10000.0,1,3381000.0,338.1,0.0,0,0.34,3381000.0,0.0,3381000.0,0.0,False,False,False,385.35,66.73,333.59,262.99,71.1,14.0,14.0,11-08-2026,11-08-2026,338.1,338.1,338.1,0,28,28,0,0,1,1,1,0.0,0.0,3381000.0,3381000.0,3381000.0,0.0,3381000.0,1,0,0.0,Active,Mature Accumulation,338.1,14.0,Mature — Wait for Pullback,455.0,13.4,-8.0,24.0,33.0,14.36,9.94,0.23,True,18.0,0.075,17,21,25,0,63,Buy on Breakout
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,3146984.0,14949.0,7,07-09-2026,14949.0,7,3146984.0,210.51,0.0,0,0.31,3146984.0,0.0,3146984.0,0.0,False,False,False,212.34,67.04,208.16,195.28,4.5,0.9,0.9,18-08-2026,07-09-2026,207.70463422358281,212.93407534246575,210.5146832564051,20,21,1,1,5,7,7,7,248707.0,965398.0,3146984.0,3146984.0,3146984.0,248707.0,3146984.0,1,0,0.079,Fresh,Confirmed Accumulation,210.5146832564051,0.9,Confirmed Accumulation,193.0,24.0,12.0,0.03,16.0,0.03,7.91,-0.0,False,3.16,0.161,20,10,25,-2,53,Buy on Breakout
HEXAGON,HEXAGON NUTRITION LIMITED,3054917.0,47700.0,3,17-08-2026,47700.0,3,3054917.0,64.04,0.0,0,0.31,3054917.0,0.0,3054917.0,0.0,False,False,False,64.21,64.29,67.49,,26.7,0.3,0.3,17-08-2026,17-08-2026,64.03237804878049,64.04853333333334,64.04438155136269,0,22,22,0,0,6,6,6,0.0,0.0,6109834.0,6109834.0,6109834.0,0.0,6109834.0,3,0,0.0,Active,Confirmed Accumulation,64.04438155136269,0.3,Confirmed Accumulation,795.0,19.1,,12.31,,0.8,,0.11,True,12.14,0.039,15,9,10,0,34,Fundamental Watch
EXCELSOFT,Excelsoft Technologies Limited,2961200.0,40000.0,2,04-09-2026,40000.0,2,2961200.0,74.03,0.0,0,0.3,2961200.0,0.0,2961200.0,0.0,False,False,False,69.06,59.08,75.72,,-14.0,-6.7,6.7,14-08-2026,04-09-2026,74.89,71.45,73.514,21,25,4,2,2,3,3,3,1429000.0,1429000.0,3675700.0,3675700.0,3675700.0,1429000.0,3675700.0,1,0,0.3888,Fresh,Confirmed Accumulation,73.514,-6.1,Confirmed Accumulation,794.0,16.3,27.0,12.33,10.0,0.75,13.5,0.01,True,15.35,0.038,12,14,0,0,26,Avoid
