Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
AXISCADES,AXISCADES Technologies Limited,Regulation 7 (2),Original,25-Jun-2026 18:44:49,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1939_20260625_184449750_WEB.html,532395,AXISCADES,NOTLISTED,Sonal Dudani,,1,Equity,Promoter,Jupiter Capital Private Limited,U67120KA2004PTC033653,24682047,58.03%,450000,"828,900,000.00",Pledge Revoke,24682047,58.03%,23-06-2026,23-06-2026,Pledge Release,24-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,25-Jun-2026 18:35:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260625_183516410_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,,1,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3413366,18.38%,2500,"1,942,198.00",Buy,3415866,18.39%,24-06-2026,24-06-2026,Market Purchase,25-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,25-Jun-2026 18:35:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260625_183516410_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,,2,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3415866,18.39%,3000,"2,365,904.00",Buy,3418866,18.40%,25-06-2026,25-06-2026,Market Purchase,25-06-2026,,
UMAEXPORTS,Uma Exports Limited,Regulation 7 (2),Original,25-Jun-2026 18:02:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20022_20260625_180217714_WEB.html,543513,UMAEXPORTS,NOTLISTED,SRITI SINGH ROY,,1,Equity,Promoter,Sumitra Devi Khemuka,,2137317,6.33%,105000,"2,263,308.00",Sell,2032317,6.02%,24-06-2026,24-06-2026,Market Sale,25-06-2026,,
DOLLAR,DOLLAR INDUSTRIES LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:59:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14920_20260625_175915415_WEB.html,541403,DOLLAR,NOTLISTED,ABHISHEK MISHRA,,1,Equity,Promoter Group,VK Mercantile Private Limited,U51109WB1989PTC047489,8004670,14.11%,55000,"14,833,500.00",Buy,8059670,14.21%,24-06-2026,24-06-2026,Market Purchase,25-06-2026,,
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_279_20260625_175018102_WEB.html,501343,MOTOGENFIN,NOTLISTED,M.K. MADAN,,1,Equity,Promoter Group,RAM PRAKASH & CO.(P) LTD,,3005125,7.76%,5916,"177,480.00",Buy,3011041,7.78%,25-06-2026,25-06-2026,Market Purchase,25-06-2026,,
AARTIPHARM,Aarti Pharmalabs Ltd,Regulation 7 (2),Original,25-Jun-2026 17:45:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21272_20260625_174519156_WEB.html,543748,AARTIPHARM,NOTLISTED,Jeevan Mondkar,,1,Equity,Promoter Group,Safechem Enterprises Private Limited,,833000,0.92%,110000,"79,463,186.00",Sell,723000,0.80%,23-06-2026,24-06-2026,Market Sale,24-06-2026,,
AARTIPHARM,Aarti Pharmalabs Ltd,Regulation 7 (2),Original,25-Jun-2026 17:45:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21272_20260625_174519156_WEB.html,543748,AARTIPHARM,NOTLISTED,Jeevan Mondkar,,2,Equity,Promoter Group,Safechem Enterprises Private Limited,,723000,0.80%,20500,"14,544,504.00",Sell,702500,0.77%,24-06-2026,25-06-2026,Market Sale,25-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,1,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4532763,0.19%,698,"899,266.00",Sell,4532065,0.19%,18-06-2026,18-06-2026,Market Sale,22-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,2,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4532065,0.19%,36,"46,379.00",Sell,4532029,0.19%,18-06-2026,18-06-2026,Market Sale,22-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,3,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4532029,0.19%,33,"42,453.00",Sell,4531996,0.19%,19-06-2026,19-06-2026,Market Sale,23-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,4,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4531996,0.19%,7685,"7,685.00",Sell,4524311,0.19%,22-06-2026,22-06-2026,Off Market,23-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,5,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4524311,0.19%,2875,"2,875.00",Sell,4521436,0.18%,22-06-2026,22-06-2026,Off Market,23-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,6,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4521436,0.18%,2303,"2,303.00",Sell,4519133,0.18%,23-06-2026,23-06-2026,Off Market,24-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,7,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4519133,0.18%,2613,"2,613.00",Sell,4516520,0.18%,23-06-2026,23-06-2026,Off Market,24-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:42:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260625_174238632_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,8,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4516520,0.18%,335,"412,739.00",Sell,4516185,0.18%,24-06-2026,24-06-2026,Market Sale,24-06-2026,,
MSPL,MSP STEEL & POWER LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html,532650,MSPL,NOTLISTED,SHREYA KAR,,1,Equity,Promoter Group,Ginny Traders Private Limited,U51109WB1991PTC051282,13473819,2.38%,730000,"32,224,828.00",Buy,14203819,2.51%,19-06-2026,19-06-2026,Market Purchase,23-06-2026,,
MSPL,MSP STEEL & POWER LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html,532650,MSPL,NOTLISTED,SHREYA KAR,,2,Equity,Promoter Group,Sampat Marketing Company Pvt Ltd,U51109WB1995PTC075420,14996642,2.65%,1204000,"53,872,193.00",Buy,16200642,2.86%,19-06-2026,22-06-2026,Market Purchase,23-06-2026,,
MSPL,MSP STEEL & POWER LIMITED,Regulation 7 (2),Original,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html,532650,MSPL,NOTLISTED,SHREYA KAR,,3,Equity,Promoter Group,Ilex Private Limited,U28991WB1976PTC030724,18163500,3.21%,166849,"7,461,287.00",Buy,18330349,3.24%,22-06-2026,22-06-2026,Market Purchase,23-06-2026,,
MAGNUM,MAGNUM VENTURES LIMITED,Regulation 7 (2),Original,25-Jun-2026 15:23:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2655_20260625_152348866_WEB.html,532896,MAGNUM,NOTLISTED,Aaina Gupta,,1,Equity,Promoter Group,Veena Jain,,385000,0.56%,5067750,"50,677,500.00",Buy,5452750,7.97%,25-06-2026,25-06-2026,Others,25-06-2026,,
GRPLTD,GRP LIMITED,Regulation 7 (2),Original,25-Jun-2026 12:40:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11464_20260625_124055470_WEB.html,509152,GRPLTD,NOTLISTED,SHILPA MEHTA,,1,Equity,Promoter Group,JAGDISH M DESAI HUF,,900,0.02%,300,"570,339.00",Sell,600,0.01%,24-06-2026,24-06-2026,Market Sale,24-06-2026,,
CRAFTSMAN,CRAFTSMAN AUTOMATION LIMITED,Regulation 7 (2),Original,25-Jun-2026 11:04:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19266_20260625_110410761_WEB.html,543276,CRAFTSMAN,NOTLISTED,SHAINSHAD ADUVANNI,,1,Equity,Promoter and Director,Mr. Srinivasan Ravi,01257716,10500000,40.15%,525000,"4,856,250,000.00",Sell,9975000,38.14%,23-06-2026,23-06-2026,Block Deal,25-06-2026,,
CRAFTSMAN,CRAFTSMAN AUTOMATION LIMITED,Regulation 7 (2),Original,25-Jun-2026 10:30:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19266_20260625_103014848_WEB.html,543276,CRAFTSMAN,NOTLISTED,SHAINSHAD ADUVANNI,,1,Equity,Promoter and Director,Mr. Srinivasan Ravi,01257716,10500000,40.15%,525000,"4,856,250,000.00",Sell,9975000,38.14%,23-06-2026,23-06-2026,Block Deal,25-06-2026,,
SALASAR,SALASAR TECHNO ENGINEERING LIMITED,Regulation 7 (2),Original,24-Jun-2026 19:14:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15362_20260624_191458503_WEB.html,540642,SALASAR,NOTLISTED,MOHIT KUMAR GOEL,,1,Equity,Promoter and Director,Alok Kumar,01474484,34841088,1.99%,6650075,"46,608,866.00",Sell,28191013,1.61%,19-06-2026,23-06-2026,Market Sale,23-06-2026,,
SALASAR,SALASAR TECHNO ENGINEERING LIMITED,Regulation 7 (2),Original,24-Jun-2026 19:14:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15362_20260624_191458503_WEB.html,540642,SALASAR,NOTLISTED,MOHIT KUMAR GOEL,,2,Equity,Promoter Group,Kamlesh Gupta,,25076327,1.43%,450000,"3,191,500.00",Sell,24626327,1.41%,19-06-2026,22-06-2026,Market Sale,23-06-2026,,
SALASAR,SALASAR TECHNO ENGINEERING LIMITED,Regulation 7 (2),Original,24-Jun-2026 19:14:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15362_20260624_191458503_WEB.html,540642,SALASAR,NOTLISTED,MOHIT KUMAR GOEL,,3,Equity,Promoter Group,Shikhar Fabtech Private Limited,U74899UP2005PTC209664,60369120,3.45%,200000,"1,418,000.00",Sell,60169120,3.44%,22-06-2026,22-06-2026,Market Sale,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,1,Equity,Designated Person,Arpanarghya Saha,,0,0.00%,99762,"38,096,218.00",Buy,99762,0.02%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,2,Equity,Designated Person,Brijesh Sharma,,12014,0.00%,2745,"27,450.00",Buy,14759,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,3,Equity,Designated Person,Gurpreet Saini,,5016,0.00%,1201,"12,010.00",Buy,6217,0.00%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,4,Equity,Designated Person,Kaustubh Mani,,183,0.00%,2314,"859,650.00",Buy,2497,0.00%,22-06-2026,22-06-2026,ESOP,24-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,5,Equity,Designated Person,Nilesh Pednekar,,0,0.00%,505,"5,050.00",Buy,505,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,6,Equity,Designated Person,Parikshit Chanchani,,15264,0.00%,1261,"12,610.00",Buy,16525,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,7,Equity,Designated Person,Prachi Verma,,0,0.00%,6110,"3,152,007.00",Buy,6110,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,8,Equity,Designated Person,Pramod Raichur,,2,0.00%,4624,"1,168,827.00",Buy,4626,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,9,Equity,Designated Person,Ranjan Kumar,,1663,0.00%,1278,"12,780.00",Buy,2941,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,10,Equity,Designated Person,Ritesh Rathod,,0,0.00%,5407,"54,070.00",Buy,5407,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,11,Equity,Designated Person,Samir Rachh,,0,0.00%,38856,"14,602,470.00",Buy,38856,0.01%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,12,Equity,Designated Person,Sanjiv Gudal,,91894,0.01%,3284,"1,151,675.00",Buy,95178,0.02%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,13,Equity,Designated Person,Shadab Shaikh,,0,0.00%,1111,"11,110.00",Buy,1111,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,14,Equity,Designated Person,Subhradeep Mitra,,0,0.00%,525,"114,833.00",Buy,525,0.00%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,15,Equity,Designated Person,Shyamac Jal,,0,0.00%,53832,"16,819,874.00",Buy,53832,0.01%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,16,Equity,Director,Sundeep Sikka,02553654,480000,0.08%,150000,"33,498,000.00",Buy,630000,0.10%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,17,Equity,Designated Person,Vaidehi J. Vidyarthi,,20667,0.00%,64688,"21,411,148.00",Buy,85355,0.01%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,18,Equity,Designated Person,Vivek Sharma,,1853,0.00%,5000,"1,116,600.00",Buy,6853,0.00%,22-06-2026,22-06-2026,ESOP,22-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,19,Equity,Designated Person,P K Sunil,,0,0.00%,4608,"1,864,418.00",Buy,4608,0.00%,22-06-2026,22-06-2026,ESOP,24-06-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,24-Jun-2026 18:28:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15552_20260624_182808699_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,20,Equity,Designated Person,Rajat Sharma,,2212,0.00%,1206,"305,916.00",Buy,3418,0.00%,22-06-2026,22-06-2026,ESOP,24-06-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:46:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260624_174644688_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,1,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1773154,0.65%,8505,"85,050.00",Sell,1764649,0.64%,19-06-2026,19-06-2026,ESOP,22-06-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:46:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260624_174644688_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,2,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1764649,0.64%,3360,"2,421,122.00",Sell,1761289,0.64%,19-06-2026,19-06-2026,ESOP,23-06-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:46:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260624_174644688_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,3,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1761289,0.64%,39685,"396,850.00",Sell,1721604,0.63%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:46:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260624_174644688_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,4,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1721604,0.63%,10250,"7,746,241.00",Sell,1711354,0.62%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:46:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260624_174644688_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,5,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1711354,0.62%,2400,"24,000.00",Sell,1708954,0.62%,22-06-2026,22-06-2026,ESOP,23-06-2026,,
EBGNG,GNG ELECTRONICS LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:34:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25012_20260624_173434862_WEB.html,544455,EBGNG,NOTLISTED,SARITA TUFANI VISHWAKARMA,,1,Equity,Director,Ajay Pancholi,05168823,52807,0.05%,82193,"40,966,590.00",Buy,135000,0.12%,18-06-2026,22-06-2026,Market Purchase,22-06-2026,,
BESTAGRO,BEST AGROLIFE LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:22:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19193_20260624_172250147_WEB.html,539660,BESTAGRO,NA,AARTI ARORA,,1,Equity,Director,SURENDRA SAI NALLAMALLI,08837064,823595,0.23%,5000,"79,144.00",Buy,828595,0.23%,19-06-2026,19-06-2026,Market Purchase,24-06-2026,,
BESTAGRO,BEST AGROLIFE LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:22:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19193_20260624_172250147_WEB.html,539660,BESTAGRO,NA,AARTI ARORA,,2,Equity,Director,SURENDRA SAI NALLAMALLI,08837064,828595,0.23%,10100,"159,662.00",Buy,838695,0.24%,22-06-2026,22-06-2026,Market Purchase,24-06-2026,,
BESTAGRO,BEST AGROLIFE LIMITED,Regulation 7 (2),Original,24-Jun-2026 17:22:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19193_20260624_172250147_WEB.html,539660,BESTAGRO,NA,AARTI ARORA,,3,Equity,Director,SURENDRA SAI NALLAMALLI,08837064,838695,0.24%,74482,"1,174,023.00",Buy,913177,0.26%,24-06-2026,24-06-2026,Market Purchase,24-06-2026,,
NOVAAGRI,Nova Agritech Limited,Regulation 7 (2),Original,24-Jun-2026 16:58:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21751_20260624_165841279_WEB.html,544100,NOVAAGRI,NOTLISTED,RAJESH CHERUKURI,,1,Equity,Promoter Group,Atukuri Soujanya,,5709,0.01%,4360,"111,180.00",Buy,10069,0.01%,22-06-2026,22-06-2026,Market Purchase,24-06-2026,,
KCP,KCP LIMITED,Regulation 7 (2),Original,24-Jun-2026 16:22:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_176_20260624_162242818_WEB.html,590066,KCP,NOTLISTED,VIJAYAKUMAR YAZALI,,1,Equity,Promoter Group,RAJIV RANGASAMI,,50000,0.03%,20000,"3,500,000.00",Sell,30000,0.02%,22-06-2026,23-06-2026,Market Sale,24-06-2026,,
ENRIN,SIEMENS ENERGY INDIA LIMITED,Regulation 7 (2),Original,24-Jun-2026 14:42:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25774_20260624_144236541_WEB.html,544390,ENRIN,NOTLISTED,VISHAL TEMBE,,1,Equity,Promoter,"Siemens Aktiengesellschaft, Germany",,54409923,15.28%,14182219,"46,292,748,327.00",Sell,40227704,11.30%,23-06-2026,23-06-2026,Inter-se-Transfer,23-06-2026,,
RISHABH,RISHABH INSTRUMENTS LIMITED,Regulation 7 (2),Original,24-Jun-2026 13:18:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21507_20260624_131840951_WEB.html,543977,RISHABH,NOTLISTED,Ajinkya Joglekar,,1,Equity,Designated Person,PRAVIN NAMDEO CHAUDHARI,,9260,0.02%,2660,"1,463,000.00",Sell,6600,0.02%,12-06-2026,12-06-2026,Market Sale,24-06-2026,,
JINDALSTEL,JINDAL STEEL LIMITED,Regulation 7 (2),Original,24-Jun-2026 11:33:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1816_20260624_113358398_WEB.html,532286,JINDALSTEL,NOTLISTED,Damodar Mittal,,1,Equity,Promoter Group,Beaufield Holdings Limited,,5991720,0.59%,1700000,"1,934,090,000.00",Pledge Revoke,5991720,0.59%,18-06-2026,18-06-2026,Pledge Release,22-06-2026,,
UNIECOM,Unicommerce eSolution Limited,Regulation 7 (2),Original,23-Jun-2026 19:48:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_23091_20260623_194815090_WEB.html,544227,UNIECOM,NOTLISTED,Anil Kumar,,1,Equity,KMP,KAPIL MAKHIJA,,625240,0.55%,40000,"3,583,700.00",Sell,585240,0.52%,22-06-2026,22-06-2026,Market Sale,23-06-2026,,
AURUM,Aurum PropTech Limited,Regulation 7 (2),Original,23-Jun-2026 18:41:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_12987_20260623_184118130_WEB.html,539289,AURUM,NOTLISTED,Pranali Desale,,1,Equity,Designated Person,Jitendra Jagadev,,98000,0.13%,9000,"1,724,383.00",Sell,89000,0.12%,02-06-2026,19-06-2026,Market Sale,22-06-2026,,
