Symbol,Company Name,Name of Person,Category of Person,TransactionDate,Transaction,Quantity,Value,Price,Securities Held Prior (No.),Securities Held Prior (%),Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Broadcast Date/Time,Details URL
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-08-24,BUY,419447.0,30279990.0,72.19026480103565,19226361,5.79%,19645808,5.91%,24-08-2026,24-08-2026,Market Purchase,28-Aug-2026 21:36:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260828_213616323_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,Essenn LPG Bottling Private Limited,Promoter Group,2026-08-26,BUY,746000.0,60232040.0,80.74,32511981,9.79%,33257981,10.01%,26-08-2026,26-08-2026,Market Purchase,28-Aug-2026 21:41:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260828_214126275_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-09-09,BUY,2822258.0,235214695.0,83.34273301732159,19645808,5.91%,22468066,6.76%,07-09-2026,09-09-2026,Market Purchase,10-Sep-2026 11:04:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260910_110437258_WEB.html
DIAMONDYD,Prataap Snacks Limited,Authum Investment & Infrastructure Limited,Promoter,2026-06-25,BUY,8099.0,8827910.0,1090.0,11014501,46.07%,11022600,46.11%,25-06-2026,25-06-2026,Market Purchase,26-Jun-2026 14:48:07,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15510_20260626_144807161_WEB.html
DIAMONDYD,Prataap Snacks Limited,Authum Investment & Infrastructure Limited,Promoter,2026-08-05,BUY,217598.0,254587484.0,1169.9899999080874,11022600,46.11%,11240198,47.01%,05-08-2026,05-08-2026,Market Purchase,06-Aug-2026 19:29:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15510_20260806_192940276_WEB.html
DIAMONDYD,Prataap Snacks Limited,Authum Investment & Infrastructure Limited,Promoter,2026-08-06,BUY,7841.0,9134765.0,1165.0,11240198,47.01%,11248039,47.04%,06-08-2026,06-08-2026,Market Purchase,08-Aug-2026 16:44:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15510_20260808_164422970_WEB.html
DIAMONDYD,Prataap Snacks Limited,Authum Investment & Infrastructure Limited,Promoter,2026-08-07,BUY,273968.0,323243885.0,1179.860001898032,11248039,47.04%,11522007,48.19%,07-08-2026,07-08-2026,Market Purchase,11-Aug-2026 17:51:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15510_20260811_175119465_WEB.html
DOLLAR,DOLLAR INDUSTRIES LIMITED,VK Mercantile Private Limited,Promoter Group,2026-06-24,BUY,55000.0,14833500.0,269.7,8004670,14.11%,8059670,14.21%,24-06-2026,24-06-2026,Market Purchase,25-Jun-2026 17:59:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14920_20260625_175915415_WEB.html
EIEL,ENVIRO INFRA ENGINEERS LIMITED,Manish Jain,Promoter and Director,2026-08-31,BUY,7471.0,1464316.0,196.0,48931000,27.88%,48938471,27.88%,31-08-2026,31-08-2026,Market Purchase,01-Sep-2026 16:59:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21143_20260901_165953824_WEB.html
EIEL,ENVIRO INFRA ENGINEERS LIMITED,MANISH JAIN,Promoter and Director,2026-09-01,BUY,40000.0,7691600.0,192.29,48938471,27.88%,48978471,27.90%,01-09-2026,01-09-2026,Market Purchase,03-Sep-2026 16:29:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21143_20260903_162920238_WEB.html
EIEL,ENVIRO INFRA ENGINEERS LIMITED,MANISH JAIN,Promoter and Director,2026-09-02,BUY,22529.0,4274878.0,189.75001109680855,48978471,27.90%,49001000,27.92%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 16:29:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21143_20260903_162920238_WEB.html
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,Ramesh Babulal Parekh,Promoter and Director,2026-09-07,BUY,19000.0,5079101.0,267.3211052631579,28139627,28.74%,28158627,28.76%,07-09-2026,07-09-2026,Market Purchase,09-Sep-2026 20:29:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21453_20260909_202930268_WEB.html
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,Ramesh Babulal Parekh,Promoter and Director,2026-09-08,BUY,31000.0,8198905.0,264.4808064516129,28158627,28.76%,28189627,28.79%,08-09-2026,08-09-2026,Market Purchase,09-Sep-2026 20:29:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21453_20260909_202930268_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-06-23,BUY,50000.0,10000475.0,200.0095,2610657,6.46%,2660657,6.58%,23-06-2026,23-06-2026,Market Purchase,26-Jun-2026 12:06:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260626_120611461_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-06-30,BUY,31100.0,5997467.0,192.84459807073955,2660657,6.58%,2691757,6.66%,30-06-2026,30-06-2026,Market Purchase,03-Jul-2026 11:51:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260703_115102118_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-08-25,BUY,30200.0,4991046.0,165.2664238410596,2691757,6.66%,2721957,6.74%,25-08-2026,25-08-2026,Market Purchase,28-Aug-2026 11:24:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260828_112400421_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-09-02,BUY,18000.0,3009963.0,167.22016666666667,2721957,6.74%,2739957,6.78%,02-09-2026,02-09-2026,Market Purchase,04-Sep-2026 11:36:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260904_113605225_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-20,BUY,2250.0,91098.0,40.488,22779000,23.01%,22781250,23.01%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 18:11:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260821_181136807_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-20,BUY,7500.0,304146.0,40.5528,22781250,23.01%,22788750,23.02%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 18:11:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260821_181136807_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-21,BUY,27257.0,1151863.0,42.25934622298859,22788750,23.02%,22816007,23.05%,21-08-2026,21-08-2026,Market Purchase,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-21,BUY,55243.0,2329970.0,42.17674637510635,22816007,23.05%,22871250,23.10%,21-08-2026,21-08-2026,Market Purchase,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-24,BUY,20000.0,904186.0,45.2093,22871250,23.10%,22891250,23.12%,24-08-2026,24-08-2026,Market Purchase,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-24,BUY,60000.0,2706348.0,45.1058,22891250,23.12%,22951250,23.18%,24-08-2026,24-08-2026,Market Purchase,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-25,BUY,707.0,31188.0,44.113154172560115,22951250,23.18%,22951957,23.18%,25-08-2026,25-08-2026,Market Purchase,27-Aug-2026 11:25:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260827_112510291_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-26,BUY,3650.0,162818.0,44.60767123287671,22951957,23.18%,22955607,23.19%,26-08-2026,26-08-2026,Market Purchase,27-Aug-2026 22:07:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260827_220716089_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-01,BUY,25000.0,1040110.0,41.6044,22955607,23.19%,22980607,23.21%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-01,BUY,77000.0,3214871.0,41.75157142857143,22980607,23.19%,23057607,23.29%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:22:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182212602_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:22:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182212602_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:35:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_183558735_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:35:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_183558735_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:21:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182118802_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:21:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182118802_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:42:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_184221618_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:42:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_184221618_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:20:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182030604_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:20:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182030604_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-24,BUY,150000.0,13682958.0,91.21972,41848924,20.20%,41998924,20.27%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 18:38:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260629_183821311_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-24,BUY,150000.0,13682958.0,91.21972,41848924,20.20%,41998924,20.27%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 18:42:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260629_184232799_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter,2026-08-17,BUY,16400.0,1050131.0,64.03237804878049,21216068,17.26%,21232468,17.27%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter,2026-08-17,BUY,16400.0,1050131.0,64.03237804878049,21216068,17.26%,21232468,17.27%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MR. VIKRAM KELKAR,Promoter,2026-08-17,BUY,16300.0,1044058.0,64.05263803680981,25945044,21.11%,25961344,21.12%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MR. VIKRAM KELKAR,Promoter,2026-08-17,BUY,16300.0,1044058.0,64.05263803680981,25945044,21.11%,25961344,21.12%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-08-17,BUY,15000.0,960728.0,64.04853333333334,9053059,7.37%,9068059,7.38%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-08-17,BUY,15000.0,960728.0,64.04853333333334,9053059,7.37%,9068059,7.38%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter and Director,2026-09-16,BUY,10000.0,647207.0,64.7207,21232468,17.27%,21242468,17.28%,16-09-2026,16-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-09-16,BUY,5000.0,325785.0,65.157,9068059,7.37%,9073059,7.38%,16-09-2026,16-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MR. VIKRAM KELKAR,Promoter and Director,2026-09-17,BUY,10000.0,651548.0,65.1548,25961344,21.12%,25971344,21.13%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-09-17,BUY,5000.0,325962.0,65.1924,9073059,7.38%,9078059,7.38%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,Ms Preeti Vikram Kelkar,Promoter Group,2026-09-17,BUY,5000.0,324834.0,64.9668,0,0.00%,5000,0.00%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter and Director,2026-09-18,BUY,5000.0,325785.0,65.157,21242468,17.28%,21247468,17.29%,18-09-2026,18-09-2026,Market Purchase,19-Sep-2026 15:13:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260919_151308904_WEB.html
HINDCON,Hindcon Chemicals Limited,Nilima Goenka,Promoter,2026-08-20,BUY,5000.0,110100.0,22.02,7349470,14.36%,7354470,14.37%,20-08-2026,20-08-2026,Market Purchase,22-Aug-2026 16:22:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260822_162229535_WEB.html
HINDCON,Hindcon Chemicals Limited,Sanjay Goenka,Promoter,2026-08-20,BUY,6722.0,147871.0,21.998066051770305,9723278,18.99%,9730000,19.00%,20-08-2026,20-08-2026,Market Purchase,22-Aug-2026 16:22:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260822_162229535_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Private Limited,Promoter Group,2026-08-21,BUY,1058.0,23441.0,22.155954631379963,12668655,24.75%,12669713,24.75%,21-08-2026,21-08-2026,Market Purchase,22-Aug-2026 16:22:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260822_162229535_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Private Limited,Promoter,2026-08-24,BUY,3675.0,80925.0,22.020408163265305,12669713,24.75%,12673388,24.76%,24-08-2026,24-08-2026,Market Purchase,25-Aug-2026 15:44:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260825_154420438_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Private Limited,Promoter,2026-08-28,BUY,4714.0,107542.0,22.813322019516335,12673388,24.76%,12678102,24.77%,28-08-2026,28-08-2026,Market Purchase,31-Aug-2026 14:42:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260831_144243248_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Private Limited,Promoter,2026-08-31,BUY,4018.0,90824.0,22.604280736684917,12678102,24.77%,12682120,24.78%,31-08-2026,31-08-2026,Market Purchase,02-Sep-2026 12:11:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260902_121145881_WEB.html
HINDCON,Hindcon Chemicals Limited,SANJAY GOENKA,Promoter,2026-09-02,BUY,2500.0,58035.0,23.214,9730000,19.01%,9732500,19.01%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 16:50:13,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260903_165013237_WEB.html
HINDCON,Hindcon Chemicals Limited,HINDCON SOLUTIONS PRIVATE LIMITED,Promoter,2026-09-04,BUY,2000.0,47840.0,23.92,12682120,24.78%,12684120,24.78%,04-09-2026,04-09-2026,Market Purchase,05-Sep-2026 16:34:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260905_163448920_WEB.html
HINDCON,Hindcon Chemicals Limited,HINDCON SOLUTIONS PRIVATE LIMITED,Promoter,2026-09-11,BUY,1859.0,43545.0,23.423883808499195,12684120,24.78%,12685979,24.78%,11-09-2026,11-09-2026,Market Purchase,12-Sep-2026 15:52:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260912_155205612_WEB.html
HINDCON,Hindcon Chemicals Limited,SANJAY GOENKA,Promoter,2026-09-16,BUY,5000.0,119751.0,23.9502,9732500,19.01%,9737500,19.02%,16-09-2026,16-09-2026,Market Purchase,17-Sep-2026 14:28:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260917_142821469_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Pvt Ltd,Promoter,2026-09-17,BUY,27000.0,642624.0,23.80088888888889,12685979,24.78%,12712979,24.83%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:17:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260919_151714719_WEB.html
HINDCON,Hindcon Chemicals Limited,Nilima Goenka,Promoter,2026-09-17,BUY,1000.0,23020.0,23.02,7354470,14.37%,7355470,14.37%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:17:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260919_151714719_WEB.html
HINDCON,Hindcon Chemicals Limited,Sanjay Goenka,Promoter,2026-09-17,BUY,2000.0,47559.0,23.7795,9737500,19.02%,9739500,19.03%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:17:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260919_151714719_WEB.html
HINDCON,Hindcon Chemicals Limited,Vansh Goenka,Promoter,2026-09-17,BUY,2000.0,47640.0,23.82,2935586,5.74%,2937586,5.74%,17-09-2026,17-09-2026,Market Purchase,19-Sep-2026 15:17:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260919_151714719_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Pvt Ltd,Promoter,2026-09-18,BUY,1025.0,24484.0,23.886829268292683,12712979,24.83%,12714004,24.84%,18-09-2026,18-09-2026,Market Purchase,19-Sep-2026 15:17:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260919_151714719_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Pvt Ltd,Promoter,2026-09-22,BUY,15000.0,374546.0,24.969733333333334,12714004,24.84%,12729004,24.87%,22-09-2026,22-09-2026,Market Purchase,24-Sep-2026 12:34:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260924_123451262_WEB.html
HINDCON,Hindcon Chemicals Limited,Hindcon Solutions Pvt Ltd,Promoter,2026-09-23,BUY,1146.0,28656.0,25.005235602094242,12729004,24.87%,12730150,24.87%,23-09-2026,23-09-2026,Market Purchase,24-Sep-2026 12:34:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260924_123451262_WEB.html
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,URMILA LOHIA,Promoter,2026-09-08,BUY,217137.0,16096417.0,74.1302357497801,54209930,20.76%,54427067,20.84%,08-09-2026,08-09-2026,Market Purchase,10-Sep-2026 14:54:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2141_20260910_145448458_WEB.html
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,URMILA LOHIA,Promoter,2026-09-09,BUY,197659.0,15297171.0,77.39172514279643,54427067,20.84%,54624726,20.92%,09-09-2026,09-09-2026,Market Purchase,10-Sep-2026 14:54:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2141_20260910_145448458_WEB.html
JAYAGROGN,Jayant Agro-Organics Limited,Sanjhali Potdar,Promoter Group,2026-09-21,BUY,6997.0,1637629.0,234.0473059882807,450,0.00%,7447,0.02%,21-09-2026,21-09-2026,Market Purchase,23-Sep-2026 19:39:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1351_20260923_193937870_WEB.html
JAYAGROGN,Jayant Agro-Organics Limited,Sanjhali Potdar,Promoter Group,2026-09-22,BUY,4823.0,1132574.0,234.8277006012855,7447,0.02%,12270,0.04%,22-09-2026,22-09-2026,Market Purchase,23-Sep-2026 19:39:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1351_20260923_193937870_WEB.html
JAYAGROGN,Jayant Agro-Organics Limited,Sanjhali Potdar,Promoter Group,2026-09-23,BUY,961.0,225674.0,234.8324661810614,12270,0.04%,13231,0.04%,23-09-2026,23-09-2026,Market Purchase,24-Sep-2026 17:49:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1351_20260924_174926146_WEB.html
JINDALSTEL,Jindal Steel Limited,JSL Overseas Limited,Promoter Group,2026-07-07,OTHER,750000.0,776550000.0,1035.4,6529360,0.64%,6529360,0.64%,07-07-2026,07-07-2026,Pledge Release,10-Jul-2026 18:19:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1816_20260710_181938513_WEB.html
JINDALSTEL,JINDAL STEEL LIMITED,Sarika Jhunjhnuwala,Promoter Group,2026-08-25,SELL,95000.0,108203920.0,1138.9886315789474,477400,0.05%,382400,0.04%,24-08-2026,25-08-2026,Market Sale,28-Aug-2026 18:43:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1816_20260828_184330314_WEB.html
JINDALSTEL,JINDAL STEEL LIMITED,Sarika Jhunjhnuwala,Promoter Group,2026-09-03,BUY,79600.0,92111332.0,1157.1775376884423,382400,0.04%,462000,0.04%,02-09-2026,03-09-2026,Market Purchase,06-Sep-2026 23:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1816_20260906_235328373_WEB.html
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Anand Kabra,Promoter,2026-06-25,BUY,83000.0,20182173.0,243.15871084337348,6572705,18.79%,6655705,19.03%,24-06-2026,25-06-2026,Market Purchase,26-Jun-2026 17:39:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260626_173919813_WEB.html
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Ekta Kabra,Promoter,2026-06-25,BUY,67116.0,16355786.0,243.6942904821503,3476250,9.94%,3543366,10.13%,24-06-2026,25-06-2026,Market Purchase,26-Jun-2026 17:39:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260626_173919813_WEB.html
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Kolsite Corporation LLP,Promoter Group,2026-06-25,SELL,166000.0,40279632.0,242.64838554216868,3389995,9.69%,3223995,9.22%,24-06-2026,25-06-2026,Market Sale,26-Jun-2026 17:39:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260626_173919813_WEB.html
