Symbol,Company Name,Name of Person,Category of Person,TransactionDate,Transaction,Quantity,Value,Price,Securities Held Prior (No.),Securities Held Prior (%),Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Broadcast Date/Time,Details URL
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,Ramesh Babulal Parekh,Promoter and Director,2026-09-07,BUY,19000.0,5079101.0,267.3211052631579,28139627,28.74%,28158627,28.76%,07-09-2026,07-09-2026,Market Purchase,09-Sep-2026 20:29:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21453_20260909_202930268_WEB.html
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,Ramesh Babulal Parekh,Promoter and Director,2026-09-08,BUY,31000.0,8198905.0,264.4808064516129,28158627,28.76%,28189627,28.79%,08-09-2026,08-09-2026,Market Purchase,09-Sep-2026 20:29:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21453_20260909_202930268_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,MANISH MIMANI,Promoter and Director,2026-06-19,BUY,50000.0,9969935.0,199.3987,2560657,6.34%,2610657,6.46%,19-06-2026,19-06-2026,Market Purchase,22-Jun-2026 15:49:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260622_154914774_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-06-23,BUY,50000.0,10000475.0,200.0095,2610657,6.46%,2660657,6.58%,23-06-2026,23-06-2026,Market Purchase,26-Jun-2026 12:06:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260626_120611461_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-06-30,BUY,31100.0,5997467.0,192.84459807073955,2660657,6.58%,2691757,6.66%,30-06-2026,30-06-2026,Market Purchase,03-Jul-2026 11:51:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260703_115102118_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-08-25,BUY,30200.0,4991046.0,165.2664238410596,2691757,6.66%,2721957,6.74%,25-08-2026,25-08-2026,Market Purchase,28-Aug-2026 11:24:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260828_112400421_WEB.html
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Manish Mimani,Promoter and Director,2026-09-02,BUY,18000.0,3009963.0,167.22016666666667,2721957,6.74%,2739957,6.78%,02-09-2026,02-09-2026,Market Purchase,04-Sep-2026 11:36:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260904_113605225_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-11,BUY,2200.0,90070.0,40.94090909090909,22725400,22.96%,22727600,22.96%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 18:23:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_182309128_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-11,BUY,4000.0,164239.0,41.05975,22727600,22.96%,22731600,22.96%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 18:23:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_182309128_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-12,BUY,2673.0,113749.0,42.55480733258511,22731600,22.96%,22734273,22.97%,12-06-2026,12-06-2026,Market Purchase,15-Jun-2026 18:28:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260615_182837464_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-12,BUY,16327.0,685166.0,41.96521100018374,22734273,22.97%,22750600,22.98%,12-06-2026,12-06-2026,Market Purchase,15-Jun-2026 18:28:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260615_182837464_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-15,BUY,1444.0,59356.0,41.10526315789474,22750600,22.98%,22752044,22.98%,15-06-2026,15-06-2026,Market Purchase,16-Jun-2026 18:28:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260616_182816621_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-15,BUY,6456.0,265349.0,41.101146220570016,22752044,22.98%,22758500,22.99%,15-06-2026,15-06-2026,Market Purchase,16-Jun-2026 18:28:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260616_182816621_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-16,BUY,1000.0,40972.0,40.972,22758500,22.99%,22759500,22.99%,16-06-2026,16-06-2026,Market Purchase,17-Jun-2026 17:31:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260617_173135777_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-16,BUY,1000.0,40972.0,40.972,22759500,22.99%,22760500,22.99%,16-06-2026,16-06-2026,Market Purchase,17-Jun-2026 17:31:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260617_173135777_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-17,BUY,1500.0,63415.0,42.276666666666664,22760500,22.99%,22762000,22.99%,17-06-2026,17-06-2026,Market Purchase,18-Jun-2026 17:44:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260618_174458839_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-06-17,BUY,17000.0,720494.0,42.382,22762000,22.99%,22779000,23.01%,17-06-2026,17-06-2026,Market Purchase,18-Jun-2026 17:44:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260618_174458839_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-20,BUY,2250.0,91098.0,40.488,22779000,23.01%,22781250,23.01%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 18:11:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260821_181136807_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-20,BUY,7500.0,304146.0,40.5528,22781250,23.01%,22788750,23.02%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 18:11:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260821_181136807_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-21,BUY,27257.0,1151863.0,42.25934622298859,22788750,23.02%,22816007,23.05%,21-08-2026,21-08-2026,Market Purchase,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-21,BUY,55243.0,2329970.0,42.17674637510635,22816007,23.05%,22871250,23.10%,21-08-2026,21-08-2026,Market Purchase,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-24,BUY,20000.0,904186.0,45.2093,22871250,23.10%,22891250,23.12%,24-08-2026,24-08-2026,Market Purchase,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-24,BUY,60000.0,2706348.0,45.1058,22891250,23.12%,22951250,23.18%,24-08-2026,24-08-2026,Market Purchase,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-25,BUY,707.0,31188.0,44.113154172560115,22951250,23.18%,22951957,23.18%,25-08-2026,25-08-2026,Market Purchase,27-Aug-2026 11:25:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260827_112510291_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-08-26,BUY,3650.0,162818.0,44.60767123287671,22951957,23.18%,22955607,23.19%,26-08-2026,26-08-2026,Market Purchase,27-Aug-2026 22:07:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260827_220716089_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-01,BUY,25000.0,1040110.0,41.6044,22955607,23.19%,22980607,23.21%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-01,BUY,77000.0,3214871.0,41.75157142857143,22980607,23.19%,23057607,23.29%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:22:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182212602_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:22:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182212602_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:35:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_183558735_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:35:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_183558735_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:21:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182118802_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:21:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182118802_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:42:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_184221618_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:42:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_184221618_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,15000.0,618851.0,41.25673333333334,23057607,23.29%,23072607,23.31%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:20:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182030604_WEB.html
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Bhikhiben Balvantsinh Rajput,Promoter,2026-09-02,BUY,35000.0,1443317.0,41.23762857142857,23072607,23.29%,23107607,23.34%,02-09-2026,02-09-2026,Market Purchase,03-Sep-2026 18:20:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260903_182030604_WEB.html
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Trinity Infraventures Limited,Promoter,2026-06-12,BUY,200000.0,8492000.0,42.46,18745812,35.86%,18945812,36.25%,12-06-2026,12-06-2026,Market Purchase,15-Jun-2026 16:58:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1976_20260615_165847461_WEB.html
GREENPANEL,Greenpanel Industries Limited,Shobhan Mittal,Promoter and Director,2026-08-28,BUY,61500.0,9904150.0,161.0430894308943,16823899,13.72%,16885399,13.77%,27-08-2026,28-08-2026,Market Purchase,31-Aug-2026 17:10:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17613_20260831_171038477_WEB.html
GREENPANEL,Greenpanel Industries Limited,Shobhan Mittal,Promoter and Director,2026-08-28,BUY,61500.0,9904150.0,161.0430894308943,16823899,13.72%,16885399,13.77%,27-08-2026,28-08-2026,Market Purchase,31-Aug-2026 17:05:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17613_20260831_170553237_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Atul Garg,Promoter and Director,2026-06-11,BUY,238281.0,20795511.0,87.27305576189457,42642067,20.58%,42880348,20.69%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 17:17:59,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_171759467_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-11,BUY,50000.0,4311105.0,86.2221,41699378,20.12%,41749378,20.15%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 17:17:59,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_171759467_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Atul Garg,Promoter and Director,2026-06-12,BUY,450000.0,42332394.0,94.07198666666666,42880348,20.69%,43330348,20.91%,12-06-2026,12-06-2026,Market Purchase,15-Jun-2026 18:34:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260615_183439947_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-17,BUY,99546.0,9288336.0,93.3069736604183,41749378,20.15%,41848924,20.20%,17-06-2026,17-06-2026,Market Purchase,20-Jun-2026 18:53:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260620_185302006_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-24,BUY,150000.0,13682958.0,91.21972,41848924,20.20%,41998924,20.27%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 18:38:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260629_183821311_WEB.html
GRMOVER,GRM OVERSEAS LIMITED,Mamta Garg,Promoter and Director,2026-06-24,BUY,150000.0,13682958.0,91.21972,41848924,20.20%,41998924,20.27%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 18:42:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260629_184232799_WEB.html
HCLTECH,HCL Technologies Limited,Vama Sundari Investments (Delhi) Private Limited,Promoter,2026-06-12,BUY,47261.0,52192113.0,1104.337889591841,1200314255,44.23%,1200361516,44.23%,11-06-2026,12-06-2026,Market Purchase,16-Jun-2026 18:37:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1828_20260616_183738581_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter,2026-08-17,BUY,16400.0,1050131.0,64.03237804878049,21216068,17.26%,21232468,17.27%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,DR. NIKHIL KELKAR,Promoter,2026-08-17,BUY,16400.0,1050131.0,64.03237804878049,21216068,17.26%,21232468,17.27%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MR. VIKRAM KELKAR,Promoter,2026-08-17,BUY,16300.0,1044058.0,64.05263803680981,25945044,21.11%,25961344,21.12%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MR. VIKRAM KELKAR,Promoter,2026-08-17,BUY,16300.0,1044058.0,64.05263803680981,25945044,21.11%,25961344,21.12%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-08-17,BUY,15000.0,960728.0,64.04853333333334,9053059,7.37%,9068059,7.38%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:36:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_173624881_WEB.html
HEXAGON,HEXAGON NUTRITION LIMITED,MS. ANURADHA KELKAR,Promoter Group,2026-08-17,BUY,15000.0,960728.0,64.04853333333334,9053059,7.37%,9068059,7.38%,17-08-2026,17-08-2026,Market Purchase,19-Aug-2026 17:10:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20301_20260819_171014866_WEB.html
INDIQUBE,Indiqube Spaces Limited,MEGHNA AGARWAL,Promoter and Director,2026-06-09,BUY,5500.0,878953.0,159.80963636363637,33676053,15.89%,33681553,15.89%,09-06-2026,09-06-2026,Market Purchase,15-Jun-2026 21:46:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25080_20260615_214647161_WEB.html
INDIQUBE,Indiqube Spaces Limited,MEGHNA AGARWAL,Promoter and Director,2026-06-12,BUY,2000.0,306302.0,153.151,33681553,15.89%,33683553,15.89%,12-06-2026,12-06-2026,Market Purchase,18-Jun-2026 20:52:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25080_20260618_205216567_WEB.html
INDIQUBE,Indiqube Spaces Limited,MEGHNA AGARWAL,Promoter and Director,2026-06-22,BUY,3000.0,515026.0,171.67533333333333,33683553,15.89%,33686553,15.89%,22-06-2026,22-06-2026,Market Purchase,27-Jun-2026 01:19:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25080_20260627_011913968_WEB.html
INDIQUBE,Indiqube Spaces Limited,MEGHNA AGARWAL,Promoter and Director,2026-06-24,BUY,5000.0,843343.0,168.6686,33686553,15.89%,33691553,15.89%,23-06-2026,24-06-2026,Market Purchase,27-Jun-2026 18:33:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25080_20260627_183354662_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,ADITI M. PANANDIKAR,Promoter and Director,2026-08-31,BUY,5000.0,1224240.0,244.848,2917158,3.16%,2922158,3.17%,28-08-2026,31-08-2026,Market Purchase,31-Aug-2026 17:56:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260831_175634950_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,MADHURA SURESH KARE,Promoter,2026-08-31,BUY,5000.0,1224220.0,244.844,2479513,2.69%,2484513,2.69%,28-08-2026,31-08-2026,Market Purchase,31-Aug-2026 17:56:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260831_175634950_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,ADITI M. PANANDIKAR,Promoter and Director,2026-09-01,BUY,2000.0,482000.0,241.0,2922158,3.17%,2924158,3.17%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 17:19:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260902_171924096_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,MADHURA SURESH KARE,Promoter,2026-09-01,BUY,2000.0,482000.0,241.0,2484513,2.69%,2486513,2.69%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 17:19:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260902_171924096_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,ADITI M. PANANDIKAR,Promoter and Director,2026-09-09,BUY,4970.0,1171217.0,235.6573440643863,2924158,3.17%,2929128,3.17%,08-09-2026,09-09-2026,Market Purchase,09-Sep-2026 19:34:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260909_193446173_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,ARUNA SURESH KARE,Promoter,2026-09-09,BUY,14526.0,3461566.0,238.3013906099408,0,0.00%,14526,0.02%,08-09-2026,09-09-2026,Market Purchase,09-Sep-2026 19:34:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260909_193446173_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,MADHURA SURESH KARE,Promoter,2026-09-09,BUY,4900.0,1154877.0,235.6891836734694,2486513,2.69%,2491413,2.70%,08-09-2026,09-09-2026,Market Purchase,09-Sep-2026 19:34:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260909_193446173_WEB.html
INDOCO,INDOCO REMEDIES LIMITED,SURESH G KARE,Promoter and Director,2026-09-09,BUY,14534.0,3456945.0,237.85227741846705,1292941,1.40%,1307475,1.42%,08-09-2026,09-09-2026,Market Purchase,09-Sep-2026 19:34:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2257_20260909_193446173_WEB.html
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,URMILA LOHIA,Promoter,2026-09-08,BUY,217137.0,16096417.0,74.1302357497801,54209930,20.76%,54427067,20.84%,08-09-2026,08-09-2026,Market Purchase,10-Sep-2026 14:54:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2141_20260910_145448458_WEB.html
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,URMILA LOHIA,Promoter,2026-09-09,BUY,197659.0,15297171.0,77.39172514279643,54427067,20.84%,54624726,20.92%,09-09-2026,09-09-2026,Market Purchase,10-Sep-2026 14:54:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2141_20260910_145448458_WEB.html
IRB,IRB INFRASTRUCTURE DEVELOPERS LIMITED,IRB Holding Private Limited,Promoter Group,2026-08-31,BUY,10500000.0,204084517.0,19.436620666666666,3616308700,29.94%,3626808700,30.02%,31-08-2026,31-08-2026,Market Purchase,02-Sep-2026 20:13:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2724_20260902_201334367_WEB.html
IRB,IRB INFRASTRUCTURE DEVELOPERS LIMITED,IRB Holding Private Limited,Promoter Group,2026-09-01,BUY,10500000.0,202402521.0,19.27643057142857,3626808700,30.02%,3637308700,30.11%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 20:13:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2724_20260902_201334367_WEB.html
IRB,IRB INFRASTRUCTURE DEVELOPERS LIMITED,IRB Holding Private Limited,Promoter Group,2026-09-02,BUY,10500000.0,202928140.0,19.326489523809524,3637308700,30.11%,3647808700,30.20%,02-09-2026,02-09-2026,Market Purchase,02-Sep-2026 20:13:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2724_20260902_201334367_WEB.html
IRB,IRB INFRASTRUCTURE DEVELOPERS LIMITED,IRB Holding Private Limited,Promoter Group,2026-09-03,BUY,12891600.0,255556726.0,19.82350724502777,3647808700,30.20%,3660700300,30.31%,03-09-2026,03-09-2026,Market Purchase,07-Sep-2026 18:14:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2724_20260907_181440136_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Balkrishna Namdeo Salunkhe,Promoter,2026-06-09,OTHER,455098.0,0.0,0.0,457098,2.05%,912196,4.10%,09-06-2026,09-06-2026,Off Market,20-Jun-2026 17:57:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260620_175720437_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Sanjay Namdeo Salunkhe,Promoter,2026-06-11,BUY,24355.0,13328387.0,547.2546499692055,12274485,55.11%,12298840,55.23%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 12:39:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_123918989_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Sanjay Namdeo Salunkhe,Promoter,2026-06-12,BUY,15326.0,8658985.0,564.9866240375832,12298840,55.23%,12314166,55.29%,12-06-2026,12-06-2026,Market Purchase,13-Jun-2026 12:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260613_125328596_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Balkrishna Namdeo Salunkhe,Promoter,2026-08-17,BUY,22100.0,9988144.0,451.95221719457015,912196,4.10%,934296,4.20%,17-08-2026,17-08-2026,Market Purchase,18-Aug-2026 17:19:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260818_171952665_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Balkrishna Namdeo Salunkhe,Promoter,2026-08-19,BUY,1500.0,661908.0,441.272,934296,4.20%,935796,4.20%,19-08-2026,19-08-2026,Market Purchase,21-Aug-2026 15:37:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260821_153740440_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Balkrishna Namdeo Salunkhe,Promoter,2026-08-20,BUY,300.0,132024.0,440.08,935796,4.20%,936096,4.20%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 15:37:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260821_153740440_WEB.html
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Balkrishna Namdeo Salunkhe,Promoter,2026-08-21,BUY,7390.0,3257871.0,440.8485791610284,936096,4.20%,943486,4.24%,21-08-2026,21-08-2026,Market Purchase,22-Aug-2026 17:50:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260822_175032334_WEB.html
